"ZIP
code [1]",Size of adjusted gross income,Number of returns
45659,"$1 under $25,000",430
45659,"$25,000 under $50,000",310
45659,"$50,000 under $75,000",140
45659,"$75,000 under $100,000",80
45659,"$100,000 under $200,000",60
45659,"$200,000 or more",**
,,
45660,,"3,030"
45660,"$1 under $25,000",1330
45660,"$25,000 under $50,000",820
45660,"$50,000 under $75,000",400
45660,"$75,000 under $100,000",240
45660,"$100,000 under $200,000",220
45660,"$200,000 or more",20
,,
45661,,"2,860"
45661,"$1 under $25,000",1210
45661,"$25,000 under $50,000",740
45661,"$50,000 under $75,000",420
45661,"$75,000 under $100,000",230
45661,"$100,000 under $200,000",230
45661,"$200,000 or more",30
,,
45662,,"10,280"
45662,"$1 under $25,000",4870
45662,"$25,000 under $50,000",2560
45662,"$50,000 under $75,000",1320
45662,"$75,000 under $100,000",720
45662,"$100,000 under $200,000",650
45662,"$200,000 or more",160
,,
45663,,"2,490"
45663,"$1 under $25,000",1100
45663,"$25,000 under $50,000",700
45663,"$50,000 under $75,000",340
45663,"$75,000 under $100,000",180
45663,"$100,000 under $200,000",170
45663,"$200,000 or more",**
,,
45669,,"4,710"
45669,"$1 under $25,000",1650
45669,"$25,000 under $50,000",1220
45669,"$50,000 under $75,000",710
45669,"$75,000 under $100,000",480
45669,"$100,000 under $200,000",550
45669,"$200,000 or more",100
,,
45671,,180
45671,"$1 under $25,000",90
45671,"$25,000 under $50,000",50
45671,"$50,000 under $75,000",40
45671,"$75,000 under $100,000",**
45671,"$100,000 under $200,000",**
45671,"$200,000 or more",0
,,
45672,,690
45672,"$1 under $25,000",250
45672,"$25,000 under $50,000",220
45672,"$50,000 under $75,000",110
45672,"$75,000 under $100,000",60
45672,"$100,000 under $200,000",50
45672,"$200,000 or more",**
,,
45673,,180
45673,"$1 under $25,000",80
45673,"$25,000 under $50,000",50
45673,"$50,000 under $75,000",50
45673,"$75,000 under $100,000",**
45673,"$100,000 under $200,000",**
45673,"$200,000 or more",**
,,
45678,,470
45678,"$1 under $25,000",180
45678,"$25,000 under $50,000",150
45678,"$50,000 under $75,000",70
45678,"$75,000 under $100,000",30
45678,"$100,000 under $200,000",40
45678,"$200,000 or more",**
,,
45679,,"1,230"
45679,"$1 under $25,000",490
45679,"$25,000 under $50,000",360
45679,"$50,000 under $75,000",190
45679,"$75,000 under $100,000",110
45679,"$100,000 under $200,000",80
45679,"$200,000 or more",**
,,
45680,,"5,250"
45680,"$1 under $25,000",2220
45680,"$25,000 under $50,000",1450
45680,"$50,000 under $75,000",730
45680,"$75,000 under $100,000",430
45680,"$100,000 under $200,000",370
45680,"$200,000 or more",50
,,
45681,,630
45681,"$1 under $25,000",250
45681,"$25,000 under $50,000",200
45681,"$50,000 under $75,000",110
45681,"$75,000 under $100,000",30
45681,"$100,000 under $200,000",40
45681,"$200,000 or more",**
,,
45682,,830
45682,"$1 under $25,000",310
45682,"$25,000 under $50,000",260
45682,"$50,000 under $75,000",130
45682,"$75,000 under $100,000",70
45682,"$100,000 under $200,000",60
45682,"$200,000 or more",**
,,
45684,,730
45684,"$1 under $25,000",280
45684,"$25,000 under $50,000",180
45684,"$50,000 under $75,000",110
45684,"$75,000 under $100,000",70
45684,"$100,000 under $200,000",90
45684,"$200,000 or more",**
,,
45685,,500
45685,"$1 under $25,000",200
45685,"$25,000 under $50,000",130
45685,"$50,000 under $75,000",70
45685,"$75,000 under $100,000",40
45685,"$100,000 under $200,000",60
45685,"$200,000 or more",**
,,
45686,,"1,190"
45686,"$1 under $25,000",550
45686,"$25,000 under $50,000",320
45686,"$50,000 under $75,000",210
45686,"$75,000 under $100,000",60
45686,"$100,000 under $200,000",50
45686,"$200,000 or more",**
,,
45688,,160
45688,"$1 under $25,000",70
45688,"$25,000 under $50,000",50
45688,"$50,000 under $75,000",20
45688,"$75,000 under $100,000",20
45688,"$100,000 under $200,000",**
45688,"$200,000 or more",**
,,
45690,,"5,750"
45690,"$1 under $25,000",2230
45690,"$25,000 under $50,000",1480
45690,"$50,000 under $75,000",950
45690,"$75,000 under $100,000",500
45690,"$100,000 under $200,000",530
45690,"$200,000 or more",60
,,
45692,,"3,330"
45692,"$1 under $25,000",1410
45692,"$25,000 under $50,000",960
45692,"$50,000 under $75,000",500
45692,"$75,000 under $100,000",260
45692,"$100,000 under $200,000",180
45692,"$200,000 or more",20
,,
45693,,"3,460"
45693,"$1 under $25,000",1490
45693,"$25,000 under $50,000",950
45693,"$50,000 under $75,000",490
45693,"$75,000 under $100,000",260
45693,"$100,000 under $200,000",230
45693,"$200,000 or more",40
,,
45694,,"4,990"
45694,"$1 under $25,000",1840
45694,"$25,000 under $50,000",1200
45694,"$50,000 under $75,000",820
45694,"$75,000 under $100,000",490
45694,"$100,000 under $200,000",540
45694,"$200,000 or more",100
,,
45695,,230
45695,"$1 under $25,000",90
45695,"$25,000 under $50,000",70
45695,"$50,000 under $75,000",40
45695,"$75,000 under $100,000",30
45695,"$100,000 under $200,000",**
45695,"$200,000 or more",**
,,
45696,,550
45696,"$1 under $25,000",200
45696,"$25,000 under $50,000",160
45696,"$50,000 under $75,000",80
45696,"$75,000 under $100,000",50
45696,"$100,000 under $200,000",60
45696,"$200,000 or more",**
,,
45697,,"2,020"
45697,"$1 under $25,000",700
45697,"$25,000 under $50,000",570
45697,"$50,000 under $75,000",360
45697,"$75,000 under $100,000",210
45697,"$100,000 under $200,000",180
45697,"$200,000 or more",**
,,
45701,,"9,800"
45701,"$1 under $25,000",4000
45701,"$25,000 under $50,000",2150
45701,"$50,000 under $75,000",1310
45701,"$75,000 under $100,000",840
45701,"$100,000 under $200,000",1130
45701,"$200,000 or more",370
,,
45710,,"2,460"
45710,"$1 under $25,000",860
45710,"$25,000 under $50,000",710
45710,"$50,000 under $75,000",390
45710,"$75,000 under $100,000",240
45710,"$100,000 under $200,000",230
45710,"$200,000 or more",30
,,
45711,,390
45711,"$1 under $25,000",160
45711,"$25,000 under $50,000",120
45711,"$50,000 under $75,000",60
45711,"$75,000 under $100,000",30
45711,"$100,000 under $200,000",20
45711,"$200,000 or more",**
,,
45714,,"4,870"
45714,"$1 under $25,000",2020
45714,"$25,000 under $50,000",1300
45714,"$50,000 under $75,000",690
45714,"$75,000 under $100,000",420
45714,"$100,000 under $200,000",390
45714,"$200,000 or more",50
,,
45715,,"1,210"
45715,"$1 under $25,000",470
45715,"$25,000 under $50,000",340
45715,"$50,000 under $75,000",200
45715,"$75,000 under $100,000",100
45715,"$100,000 under $200,000",100
45715,"$200,000 or more",**
,,
45723,,"1,530"
45723,"$1 under $25,000",570
45723,"$25,000 under $50,000",410
45723,"$50,000 under $75,000",260
45723,"$75,000 under $100,000",150
45723,"$100,000 under $200,000",140
45723,"$200,000 or more",**
,,
45724,,700
45724,"$1 under $25,000",250
45724,"$25,000 under $50,000",190
45724,"$50,000 under $75,000",110
45724,"$75,000 under $100,000",80
45724,"$100,000 under $200,000",70
45724,"$200,000 or more",**
,,
45727,,230
45727,"$1 under $25,000",100
45727,"$25,000 under $50,000",60
45727,"$50,000 under $75,000",40
45727,"$75,000 under $100,000",30
45727,"$100,000 under $200,000",**
45727,"$200,000 or more",**
,,
45729,,730
45729,"$1 under $25,000",260
45729,"$25,000 under $50,000",180
45729,"$50,000 under $75,000",110
45729,"$75,000 under $100,000",80
45729,"$100,000 under $200,000",100
45729,"$200,000 or more",**
,,
45732,,"1,900"
45732,"$1 under $25,000",760
45732,"$25,000 under $50,000",630
45732,"$50,000 under $75,000",280
45732,"$75,000 under $100,000",130
45732,"$100,000 under $200,000",100
45732,"$200,000 or more",**
,,
45734,,220
45734,"$1 under $25,000",110
45734,"$25,000 under $50,000",70
45734,"$50,000 under $75,000",40
45734,"$75,000 under $100,000",**
45734,"$100,000 under $200,000",**
45734,"$200,000 or more",**
,,
45735,,750
45735,"$1 under $25,000",260
45735,"$25,000 under $50,000",230
45735,"$50,000 under $75,000",100
45735,"$75,000 under $100,000",80
45735,"$100,000 under $200,000",80
45735,"$200,000 or more",**
,,
45741,,290
45741,"$1 under $25,000",120
45741,"$25,000 under $50,000",90
45741,"$50,000 under $75,000",30
45741,"$75,000 under $100,000",50
45741,"$100,000 under $200,000",**
45741,"$200,000 or more",**
,,
45742,,"1,430"
45742,"$1 under $25,000",480
45742,"$25,000 under $50,000",330
45742,"$50,000 under $75,000",250
45742,"$75,000 under $100,000",170
45742,"$100,000 under $200,000",170
45742,"$200,000 or more",30
,,
45743,,540
45743,"$1 under $25,000",210
45743,"$25,000 under $50,000",130
45743,"$50,000 under $75,000",100
45743,"$75,000 under $100,000",60
45743,"$100,000 under $200,000",40
45743,"$200,000 or more",**
,,
45744,,"1,330"
45744,"$1 under $25,000",540
45744,"$25,000 under $50,000",350
45744,"$50,000 under $75,000",200
45744,"$75,000 under $100,000",120
45744,"$100,000 under $200,000",120
45744,"$200,000 or more",**
,,
45745,,480
45745,"$1 under $25,000",220
45745,"$25,000 under $50,000",120
45745,"$50,000 under $75,000",70
45745,"$75,000 under $100,000",30
45745,"$100,000 under $200,000",40
45745,"$200,000 or more",**
,,
45746,,170
45746,"$1 under $25,000",80
45746,"$25,000 under $50,000",60
45746,"$50,000 under $75,000",30
45746,"$75,000 under $100,000",**
45746,"$100,000 under $200,000",**
45746,"$200,000 or more",0
,,
45750,,"12,250"
45750,"$1 under $25,000",4890
45750,"$25,000 under $50,000",3120
45750,"$50,000 under $75,000",1740
45750,"$75,000 under $100,000",1070
45750,"$100,000 under $200,000",1110
45750,"$200,000 or more",320
,,
45760,,"1,240"
45760,"$1 under $25,000",590
45760,"$25,000 under $50,000",320
45760,"$50,000 under $75,000",170
45760,"$75,000 under $100,000",90
45760,"$100,000 under $200,000",70
45760,"$200,000 or more",**
,,
45761,,700
45761,"$1 under $25,000",300
45761,"$25,000 under $50,000",220
45761,"$50,000 under $75,000",80
45761,"$75,000 under $100,000",50
45761,"$100,000 under $200,000",50
45761,"$200,000 or more",**
,,
45764,,"2,950"
45764,"$1 under $25,000",1390
45764,"$25,000 under $50,000",880
45764,"$50,000 under $75,000",380
45764,"$75,000 under $100,000",170
45764,"$100,000 under $200,000",130
45764,"$200,000 or more",**
,,
45766,,610
45766,"$1 under $25,000",250
45766,"$25,000 under $50,000",180
45766,"$50,000 under $75,000",100
45766,"$75,000 under $100,000",40
45766,"$100,000 under $200,000",40
45766,"$200,000 or more",**
,,
45767,,"1,040"
45767,"$1 under $25,000",480
45767,"$25,000 under $50,000",260
45767,"$50,000 under $75,000",150
45767,"$75,000 under $100,000",80
45767,"$100,000 under $200,000",70
45767,"$200,000 or more",**
,,
45768,,820
45768,"$1 under $25,000",300
45768,"$25,000 under $50,000",220
45768,"$50,000 under $75,000",130
45768,"$75,000 under $100,000",90
45768,"$100,000 under $200,000",80
45768,"$200,000 or more",**
,,
45769,,"2,440"
45769,"$1 under $25,000",1030
45769,"$25,000 under $50,000",620
45769,"$50,000 under $75,000",380
45769,"$75,000 under $100,000",220
45769,"$100,000 under $200,000",190
45769,"$200,000 or more",**
,,
45770,,220
45770,"$1 under $25,000",100
45770,"$25,000 under $50,000",60
45770,"$50,000 under $75,000",30
45770,"$75,000 under $100,000",30
45770,"$100,000 under $200,000",**
45770,"$200,000 or more",**
,,
45771,,"1,500"
45771,"$1 under $25,000",570
45771,"$25,000 under $50,000",450
45771,"$50,000 under $75,000",210
45771,"$75,000 under $100,000",130
45771,"$100,000 under $200,000",140
45771,"$200,000 or more",**
,,
45772,,700
45772,"$1 under $25,000",260
45772,"$25,000 under $50,000",180
45772,"$50,000 under $75,000",110
45772,"$75,000 under $100,000",80
45772,"$100,000 under $200,000",70
45772,"$200,000 or more",**
,,
45773,,310
45773,"$1 under $25,000",130
45773,"$25,000 under $50,000",90
45773,"$50,000 under $75,000",50
45773,"$75,000 under $100,000",20
45773,"$100,000 under $200,000",20
45773,"$200,000 or more",**
,,
45775,,550
45775,"$1 under $25,000",230
45775,"$25,000 under $50,000",160
45775,"$50,000 under $75,000",90
45775,"$75,000 under $100,000",30
45775,"$100,000 under $200,000",40
45775,"$200,000 or more",**
,,
45776,,310
45776,"$1 under $25,000",120
45776,"$25,000 under $50,000",100
45776,"$50,000 under $75,000",50
45776,"$75,000 under $100,000",20
45776,"$100,000 under $200,000",20
45776,"$200,000 or more",**
,,
45778,,360
45778,"$1 under $25,000",160
45778,"$25,000 under $50,000",110
45778,"$50,000 under $75,000",50
45778,"$75,000 under $100,000",40
45778,"$100,000 under $200,000",**
45778,"$200,000 or more",**
,,
45780,,"1,350"
45780,"$1 under $25,000",570
45780,"$25,000 under $50,000",360
45780,"$50,000 under $75,000",210
45780,"$75,000 under $100,000",90
45780,"$100,000 under $200,000",120
45780,"$200,000 or more",**
,,
45784,,"1,500"
45784,"$1 under $25,000",490
45784,"$25,000 under $50,000",340
45784,"$50,000 under $75,000",240
45784,"$75,000 under $100,000",180
45784,"$100,000 under $200,000",220
45784,"$200,000 or more",30
,,
45786,,"1,430"
45786,"$1 under $25,000",540
45786,"$25,000 under $50,000",360
45786,"$50,000 under $75,000",240
45786,"$75,000 under $100,000",150
45786,"$100,000 under $200,000",140
45786,"$200,000 or more",**
,,
45788,,470
45788,"$1 under $25,000",160
45788,"$25,000 under $50,000",140
45788,"$50,000 under $75,000",80
45788,"$75,000 under $100,000",40
45788,"$100,000 under $200,000",50
45788,"$200,000 or more",**
,,
45801,,"9,530"
45801,"$1 under $25,000",4350
45801,"$25,000 under $50,000",2700
45801,"$50,000 under $75,000",1230
45801,"$75,000 under $100,000",640
45801,"$100,000 under $200,000",540
45801,"$200,000 or more",70
,,
45804,,"6,200"
45804,"$1 under $25,000",3310
45804,"$25,000 under $50,000",1690
45804,"$50,000 under $75,000",650
45804,"$75,000 under $100,000",290
45804,"$100,000 under $200,000",230
45804,"$200,000 or more",30
,,
45805,,"10,850"
45805,"$1 under $25,000",4290
45805,"$25,000 under $50,000",2810
45805,"$50,000 under $75,000",1490
45805,"$75,000 under $100,000",940
45805,"$100,000 under $200,000",1010
45805,"$200,000 or more",310
,,
45806,,"5,480"
45806,"$1 under $25,000",1760
45806,"$25,000 under $50,000",1390
45806,"$50,000 under $75,000",920
45806,"$75,000 under $100,000",640
45806,"$100,000 under $200,000",640
45806,"$200,000 or more",130
,,
45807,,"6,060"
45807,"$1 under $25,000",1850
45807,"$25,000 under $50,000",1560
45807,"$50,000 under $75,000",1030
45807,"$75,000 under $100,000",670
45807,"$100,000 under $200,000",790
45807,"$200,000 or more",160
,,
45808,,140
45808,"$1 under $25,000",60
45808,"$25,000 under $50,000",40
45808,"$50,000 under $75,000",40
45808,"$75,000 under $100,000",**
45808,"$100,000 under $200,000",**
45808,"$200,000 or more",0
,,
45810,,"2,880"
45810,"$1 under $25,000",1050
45810,"$25,000 under $50,000",790
45810,"$50,000 under $75,000",420
45810,"$75,000 under $100,000",280
45810,"$100,000 under $200,000",310
45810,"$200,000 or more",30
,,
45812,,840
45812,"$1 under $25,000",320
45812,"$25,000 under $50,000",280
45812,"$50,000 under $75,000",140
45812,"$75,000 under $100,000",60
45812,"$100,000 under $200,000",40
45812,"$200,000 or more",**
,,
45813,,"1,700"
45813,"$1 under $25,000",570
45813,"$25,000 under $50,000",480
45813,"$50,000 under $75,000",320
45813,"$75,000 under $100,000",180
45813,"$100,000 under $200,000",150
45813,"$200,000 or more",**
,,
45814,,"1,290"
45814,"$1 under $25,000",390
45814,"$25,000 under $50,000",360
45814,"$50,000 under $75,000",220
45814,"$75,000 under $100,000",150
45814,"$100,000 under $200,000",150
45814,"$200,000 or more",20
,,
45817,,"2,920"
45817,"$1 under $25,000",840
45817,"$25,000 under $50,000",660
45817,"$50,000 under $75,000",520
45817,"$75,000 under $100,000",380
45817,"$100,000 under $200,000",440
45817,"$200,000 or more",80
,,
45819,,100
45819,"$1 under $25,000",40
45819,"$25,000 under $50,000",30
45819,"$50,000 under $75,000",30
45819,"$75,000 under $100,000",**
45819,"$100,000 under $200,000",**
45819,"$200,000 or more",0
,,
45821,,630
45821,"$1 under $25,000",230
45821,"$25,000 under $50,000",210
45821,"$50,000 under $75,000",80
45821,"$75,000 under $100,000",70
45821,"$100,000 under $200,000",40
45821,"$200,000 or more",**
,,
45822,,"9,900"
45822,"$1 under $25,000",3620
45822,"$25,000 under $50,000",2830
45822,"$50,000 under $75,000",1580
45822,"$75,000 under $100,000",900
45822,"$100,000 under $200,000",800
45822,"$200,000 or more",170
,,
45827,,"1,070"
45827,"$1 under $25,000",310
45827,"$25,000 under $50,000",320
45827,"$50,000 under $75,000",190
45827,"$75,000 under $100,000",120
45827,"$100,000 under $200,000",130
45827,"$200,000 or more",**
,,
45828,,"3,200"
45828,"$1 under $25,000",1000
45828,"$25,000 under $50,000",850
45828,"$50,000 under $75,000",560
45828,"$75,000 under $100,000",360
45828,"$100,000 under $200,000",350
45828,"$200,000 or more",80
,,
45830,,"2,970"
45830,"$1 under $25,000",960
45830,"$25,000 under $50,000",770
45830,"$50,000 under $75,000",480
45830,"$75,000 under $100,000",320
45830,"$100,000 under $200,000",400
45830,"$200,000 or more",40
,,
45831,,"1,470"
45831,"$1 under $25,000",480
45831,"$25,000 under $50,000",440
45831,"$50,000 under $75,000",250
45831,"$75,000 under $100,000",140
45831,"$100,000 under $200,000",160
45831,"$200,000 or more",**
,,
45832,,"1,370"
45832,"$1 under $25,000",420
45832,"$25,000 under $50,000",420
45832,"$50,000 under $75,000",220
45832,"$75,000 under $100,000",160
45832,"$100,000 under $200,000",150
45832,"$200,000 or more",**
,,
45833,,"5,190"
45833,"$1 under $25,000",1780
45833,"$25,000 under $50,000",1460
45833,"$50,000 under $75,000",840
45833,"$75,000 under $100,000",550
45833,"$100,000 under $200,000",470
45833,"$200,000 or more",90
,,
45835,,220
45835,"$1 under $25,000",80
45835,"$25,000 under $50,000",60
45835,"$50,000 under $75,000",40
45835,"$75,000 under $100,000",40
45835,"$100,000 under $200,000",**
45835,"$200,000 or more",**
,,
45836,,640
45836,"$1 under $25,000",220
45836,"$25,000 under $50,000",180
45836,"$50,000 under $75,000",130
45836,"$75,000 under $100,000",70
45836,"$100,000 under $200,000",40
45836,"$200,000 or more",**
,,
45840,,"27,000"
45840,"$1 under $25,000",9330
45840,"$25,000 under $50,000",7060
45840,"$50,000 under $75,000",3960
45840,"$75,000 under $100,000",2610
45840,"$100,000 under $200,000",3080
45840,"$200,000 or more",960
